,player,player_link,number,class,pos,height,weight,hometown,high_school,rsci,summary,season,date_game,school_name,game_location,opp_name,game_type,game_result,gs,mp,fg,fga,fg_pct,fg2,fg2a,fg2_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
927,Jalen Coleman-Lands,/cbb/players/jalen-coleman-lands-1.html,55,SR,G,6-4,187,"Indianapolis, IN",La Lumiere HS,38 (2015)," 3.9 Pts, 0.8 Reb, 0.4 Ast",2021-22,2022-03-03,Kansas,,TCU,REG,W,0,3,0,1,.000,0,0,,0,1,.000,0,0,,2,0,2,0,0,0,0,0,0
928,Jalen Coleman-Lands,/cbb/players/jalen-coleman-lands-1.html,55,SR,G,6-4,187,"Indianapolis, IN",La Lumiere HS,38 (2015)," 3.9 Pts, 0.8 Reb, 0.4 Ast",2021-22,2022-03-05,Kansas,,Texas,REG,W,0,7,1,2,.500,0,0,,1,2,.500,0,1,.000,1,1,2,0,0,0,0,0,3
929,Jalen Coleman-Lands,/cbb/players/jalen-coleman-lands-1.html,55,SR,G,6-4,187,"Indianapolis, IN",La Lumiere HS,38 (2015)," 3.9 Pts, 0.8 Reb, 0.4 Ast",2021-22,2022-03-10,Kansas,N,West Virginia,CTOURN,W,0,10,3,5,.600,2,2,1.000,1,3,.333,0,0,,1,0,1,0,1,0,1,0,7
930,Jalen Coleman-Lands,/cbb/players/jalen-coleman-lands-1.html,55,SR,G,6-4,187,"Indianapolis, IN",La Lumiere HS,38 (2015)," 3.9 Pts, 0.8 Reb, 0.4 Ast",2021-22,2022-03-11,Kansas,N,TCU,CTOURN,W,0,2,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
931,Jalen Coleman-Lands,/cbb/players/jalen-coleman-lands-1.html,55,SR,G,6-4,187,"Indianapolis, IN",La Lumiere HS,38 (2015)," 3.9 Pts, 0.8 Reb, 0.4 Ast",2021-22,2022-03-12,Kansas,N,Texas Tech,CTOURN,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
932,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2019-20,2019-11-11,Drake,@,Cincinnati,REG,L,0,16,2,5,.400,2,5,.400,0,0,,3,4,.750,1,1,2,1,2,0,4,2,7
933,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2019-20,2019-11-13,Drake,,Kansas City,REG,W,0,6,0,2,.000,0,2,.000,0,0,,2,2,1.000,0,1,1,2,1,0,1,1,2
934,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2019-20,2019-11-17,Drake,,Simpson (IA),REG,W,0,24,7,10,.700,7,7,1.000,0,3,.000,2,2,1.000,0,6,6,3,4,1,3,0,16
935,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2019-20,2019-11-21,Drake,,Lehigh,REG,W,0,4,0,1,.000,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,1,1,0
936,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2019-20,2019-11-25,Drake,N,Miami (OH),REG,L,0,10,2,3,.667,1,1,1.000,1,2,.500,0,0,,0,1,1,0,1,0,1,2,5
937,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2019-20,2019-11-26,Drake,N,Northeastern,REG,W,0,4,0,3,.000,0,1,.000,0,2,.000,0,0,,1,0,1,0,0,0,0,1,0
938,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2019-20,2019-11-27,Drake,N,Murray State,REG,W,0,3,1,2,.500,1,1,1.000,0,1,.000,0,1,.000,0,0,0,0,0,0,0,1,2
939,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2019-20,2019-12-03,Drake,,Milwaukee,REG,W,0,12,2,5,.400,2,3,.667,0,2,.000,4,4,1.000,1,0,1,1,2,0,0,2,8
940,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2019-20,2019-12-07,Drake,,Southeast Missouri State,REG,W,0,4,0,2,.000,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0
941,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2019-20,2019-12-14,Drake,@,Dayton,REG,L,0,17,2,5,.400,2,4,.500,0,1,.000,2,2,1.000,0,0,0,3,0,0,1,1,6
942,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2019-20,2019-12-17,Drake,,Mount Marty,REG,W,0,6,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0
943,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2019-20,2019-12-21,Drake,@,Air Force,REG,W,0,5,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,1,0,0,0,2
944,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2019-20,2020-02-01,Drake,,Southern Illinois,REG,L,0,2,0,2,.000,0,0,,0,2,.000,2,2,1.000,0,0,0,0,0,0,0,0,2
945,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2020-11-25,Drake,@,Kansas State,REG,W,0,6,2,3,.667,2,3,.667,0,0,,0,0,,0,2,2,0,1,0,0,0,4
946,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2020-11-27,Drake,N,South Dakota,REG,W,0,25,5,7,.714,3,4,.750,2,3,.667,2,3,.667,0,3,3,3,3,0,1,1,14
947,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2020-12-03,Drake,,Omaha,REG,W,0,12,4,8,.500,3,6,.500,1,2,.500,0,0,,0,1,1,3,0,0,1,1,9
948,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2020-12-06,Drake,,St. Ambrose,REG,W,0,16,4,5,.800,2,2,1.000,2,3,.667,0,1,.000,0,2,2,1,2,0,0,2,10
949,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2020-12-09,Drake,,McKendree,REG,W,0,21,3,8,.375,3,4,.750,0,4,.000,1,2,.500,0,1,1,3,1,0,2,2,7
950,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2020-12-13,Drake,,Air Force,REG,W,0,23,4,7,.571,3,4,.750,1,3,.333,2,2,1.000,0,0,0,3,1,0,0,3,11
951,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2020-12-18,Drake,@,South Dakota,REG,W,0,12,1,5,.200,1,3,.333,0,2,.000,0,0,,1,1,2,1,0,0,3,4,2
952,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2020-12-20,Drake,,Chicago State,REG,W,0,13,2,3,.667,2,3,.667,0,0,,0,0,,0,2,2,6,2,0,1,1,4
953,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2020-12-22,Drake,,North Dakota,REG,W,0,18,3,7,.429,3,6,.500,0,1,.000,0,0,,0,3,3,2,0,0,1,3,6
954,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2020-12-27,Drake,@,Indiana State,REG,W,0,15,4,5,.800,3,4,.750,1,1,1.000,0,0,,0,1,1,4,1,0,0,1,9
955,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2020-12-28,Drake,@,Indiana State,REG,W,0,24,3,9,.333,1,4,.250,2,5,.400,5,8,.625,0,1,1,1,1,0,2,1,13
956,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2021-01-03,Drake,,Southern Illinois,REG,W,0,16,4,9,.444,2,5,.400,2,4,.500,0,0,,0,0,0,0,0,0,1,2,10
957,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2021-01-04,Drake,,Southern Illinois,REG,W,0,19,6,10,.600,4,5,.800,2,5,.400,2,2,1.000,0,4,4,2,0,0,2,1,16
958,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2021-01-26,Drake,@,Missouri State,REG,W,0,19,2,7,.286,1,4,.250,1,3,.333,0,0,,0,0,0,2,0,0,2,0,5
959,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2021-01-27,Drake,@,Missouri State,REG,W,0,15,1,6,.167,1,4,.250,0,2,.000,1,2,.500,0,2,2,2,0,0,0,1,3
960,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2021-01-31,Drake,,Illinois State,REG,W,0,18,4,6,.667,3,3,1.000,1,3,.333,0,0,,0,3,3,1,1,0,0,0,9
961,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2021-02-01,Drake,,Illinois State,REG,W,0,18,1,8,.125,1,5,.200,0,3,.000,2,2,1.000,0,2,2,1,2,0,1,0,4
962,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2021-02-06,Drake,@,Valparaiso,REG,W,0,20,5,9,.556,4,6,.667,1,3,.333,1,1,1.000,0,2,2,1,0,0,1,1,12
963,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2021-02-07,Drake,@,Valparaiso,REG,L,0,29,3,12,.250,3,9,.333,0,3,.000,3,4,.750,1,2,3,0,1,0,1,4,9
964,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2021-02-10,Drake,,Northern Iowa,REG,W,0,22,4,11,.364,3,7,.429,1,4,.250,9,9,1.000,0,0,0,1,1,0,1,3,18
965,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2021-02-13,Drake,,Loyola (IL),REG,L,0,28,3,8,.375,2,6,.333,1,2,.500,2,3,.667,1,0,1,0,1,0,0,2,9
966,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2021-02-14,Drake,,Loyola (IL),REG,W,0,23,2,8,.250,2,3,.667,0,5,.000,0,0,,0,0,0,0,1,0,0,2,4
967,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2021-02-17,Drake,@,Northern Iowa,REG,W,0,28,8,16,.500,4,8,.500,4,8,.500,0,0,,1,3,4,1,1,0,1,3,20
968,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2021-02-21,Drake,,Evansville,REG,W,0,26,12,14,.857,7,7,1.000,5,7,.714,3,5,.600,0,0,0,5,2,0,0,2,32
969,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2021-02-22,Drake,,Evansville,REG,W,1,40,11,18,.611,6,10,.600,5,8,.625,9,10,.900,0,5,5,1,1,2,4,3,36
970,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2021-02-26,Drake,@,Bradley,REG,W,1,40,5,12,.417,1,5,.200,4,7,.571,2,2,1.000,0,1,1,4,1,0,4,2,16
971,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2021-02-27,Drake,@,Bradley,REG,L,1,39,6,15,.400,6,11,.545,0,4,.000,9,10,.900,0,1,1,1,2,0,2,5,21
972,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2021-03-06,Drake,N,Missouri State,CTOURN,W,1,40,8,23,.348,7,19,.368,1,4,.250,8,10,.800,0,2,2,0,2,0,1,0,25
973,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2021-03-07,Drake,N,Loyola (IL),CTOURN,L,1,40,4,15,.267,2,9,.222,2,6,.333,2,2,1.000,0,1,1,2,3,0,1,3,12
974,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2021-03-18,Drake,N,Wichita State,NCAA,W,1,40,8,21,.381,5,12,.417,3,9,.333,2,3,.667,0,2,2,3,2,0,2,3,21
975,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2020-21,2021-03-20,Drake,N,USC,NCAA,L,1,39,8,22,.364,2,11,.182,6,11,.545,4,4,1.000,2,3,5,2,0,0,2,2,26
976,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2021-11-09,Kansas,N,Michigan State,REG,W,0,6,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0
977,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2021-11-12,Kansas,,Tarleton State,REG,W,0,8,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,0,0,3,1,0,1,1,2
978,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2021-11-18,Kansas,,Stony Brook,REG,W,0,16,2,5,.400,1,3,.333,1,2,.500,0,0,,2,1,3,0,0,0,0,1,5
979,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2021-11-25,Kansas,N,North Texas,REG,W,0,8,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,0,1,0
980,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2021-11-26,Kansas,N,Dayton,REG,L,0,5,2,4,.500,2,2,1.000,0,2,.000,1,1,1.000,0,0,0,1,0,0,0,0,5
981,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2021-11-28,Kansas,N,Iona,REG,W,0,12,4,6,.667,3,4,.750,1,2,.500,0,0,,0,0,0,1,0,0,1,0,9
982,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2021-12-03,Kansas,@,St. John's (NY),REG,W,0,9,0,2,.000,0,1,.000,0,1,.000,0,0,,0,0,0,3,1,0,0,0,0
983,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2021-12-07,Kansas,,UTEP,REG,W,0,10,0,2,.000,0,1,.000,0,1,.000,0,0,,1,0,1,1,0,0,2,1,0
984,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2021-12-11,Kansas,,Missouri,REG,W,0,8,1,3,.333,0,1,.000,1,2,.500,0,0,,0,0,0,3,1,0,1,1,3
985,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2021-12-18,Kansas,,Stephen F. Austin,REG,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
986,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2021-12-29,Kansas,,Nevada,REG,W,0,5,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,2,2,0
987,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2022-01-01,Kansas,,George Mason,REG,W,0,9,1,2,.500,1,2,.500,0,0,,0,0,,0,2,2,1,1,0,1,0,2
988,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2022-01-08,Kansas,@,Texas Tech,REG,L,0,3,0,2,.000,0,0,,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0
989,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2022-01-15,Kansas,,West Virginia,REG,W,0,12,0,5,.000,0,3,.000,0,2,.000,0,0,,0,2,2,4,0,0,2,2,0
990,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2022-01-18,Kansas,@,Oklahoma,REG,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
991,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2022-01-29,Kansas,,Kentucky,REG,L,0,4,0,2,.000,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,1,0
992,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2022-02-01,Kansas,@,Iowa State,REG,W,0,23,2,7,.286,1,3,.333,1,4,.250,2,2,1.000,1,4,5,4,3,0,1,2,7
993,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2022-02-05,Kansas,,Baylor,REG,W,0,18,1,3,.333,0,0,,1,3,.333,0,0,,0,0,0,0,0,0,0,1,3
994,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2022-02-07,Kansas,@,Texas,REG,L,0,15,3,4,.750,2,2,1.000,1,2,.500,1,1,1.000,0,0,0,1,1,0,1,2,8
995,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2022-02-12,Kansas,,Oklahoma,REG,W,0,4,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,1,1,0
996,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2022-02-14,Kansas,,Oklahoma State,REG,W,0,22,1,4,.250,0,0,,1,4,.250,0,2,.000,0,1,1,1,0,0,1,3,3
997,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2022-02-19,Kansas,@,West Virginia,REG,W,0,13,2,3,.667,2,2,1.000,0,1,.000,0,0,,0,1,1,2,1,0,0,2,4
998,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2022-02-22,Kansas,,Kansas State,REG,W,0,17,3,5,.600,1,1,1.000,2,4,.500,1,2,.500,0,1,1,2,1,0,0,1,9
999,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2022-02-26,Kansas,@,Baylor,REG,L,0,4,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,1,0
1000,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2022-03-01,Kansas,@,TCU,REG,L,0,10,1,2,.500,1,1,1.000,0,1,.000,2,2,1.000,0,1,1,1,0,0,0,1,4
1001,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2022-03-03,Kansas,,TCU,REG,W,0,12,1,5,.200,0,3,.000,1,2,.500,0,0,,0,0,0,1,0,0,1,0,3
1002,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2022-03-05,Kansas,,Texas,REG,W,0,8,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0
1003,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2022-03-10,Kansas,N,West Virginia,CTOURN,W,0,17,1,4,.250,1,3,.333,0,1,.000,0,0,,2,2,4,1,0,0,1,3,2
1004,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2022-03-11,Kansas,N,TCU,CTOURN,W,0,14,1,1,1.000,0,0,,1,1,1.000,0,0,,0,2,2,1,0,0,0,1,3
1005,Joseph Yesufu,/cbb/players/joseph-yesufu-1.html,1,SO,G,6-0,180,"Bolingbrook, IL",Bolingbrook HS,," 2.4 Pts, 0.9 Reb, 1.1 Ast",2021-22,2022-03-12,Kansas,N,Texas Tech,CTOURN,W,0,4,0,2,.000,0,1,.000,0,1,.000,0,0,,0,1,1,1,1,0,0,0,0
