,player,player_link,number,class,pos,height,weight,hometown,high_school,rsci,summary,season,date_game,school_name,game_location,opp_name,game_type,game_result,gs,mp,fg,fga,fg_pct,fg2,fg2a,fg2_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
240,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2018-19,2019-03-14,Kansas,N,Texas,CTOURN,W,1,29,6,7,.857,6,7,.857,0,0,,1,3,.333,6,3,9,0,0,1,3,2,13
241,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2018-19,2019-03-15,Kansas,N,West Virginia,CTOURN,W,1,25,2,3,.667,2,3,.667,0,0,,3,3,1.000,5,3,8,2,1,0,3,0,7
242,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2018-19,2019-03-16,Kansas,N,Iowa State,CTOURN,L,1,8,2,2,1.000,2,2,1.000,0,0,,0,0,,1,1,2,0,0,0,1,1,4
243,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2018-19,2019-03-21,Kansas,N,Northeastern,NCAA,W,1,11,0,0,,0,0,,0,0,,0,0,,2,3,5,2,0,0,1,1,0
244,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2018-19,2019-03-23,Kansas,N,Auburn,NCAA,L,1,21,5,6,.833,5,6,.833,0,0,,1,1,1.000,2,4,6,2,0,0,2,1,11
245,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2019-11-05,Kansas,N,Duke,REG,L,1,29,2,7,.286,2,7,.286,0,0,,2,4,.500,3,10,13,1,2,1,3,3,6
246,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2019-11-08,Kansas,,UNC Greensboro,REG,W,1,11,1,2,.500,1,2,.500,0,0,,0,0,,2,2,4,0,0,0,1,0,2
247,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2019-11-15,Kansas,,Monmouth,REG,W,0,16,7,8,.875,7,7,1.000,0,1,.000,3,4,.750,3,8,11,4,0,1,0,3,17
248,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2019-11-19,Kansas,,ETSU,REG,W,1,12,2,5,.400,2,5,.400,0,0,,0,0,,1,2,3,1,0,1,0,1,4
249,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2019-11-25,Kansas,@,Chaminade,REG,W,1,17,5,7,.714,5,7,.714,0,0,,0,0,,2,0,2,1,0,0,0,2,10
250,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2019-11-26,Kansas,N,BYU,REG,W,1,20,7,9,.778,7,9,.778,0,0,,2,2,1.000,1,4,5,1,0,0,1,0,16
251,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2019-11-27,Kansas,N,Dayton,REG,W,1,15,1,3,.333,1,3,.333,0,0,,1,2,.500,1,1,2,0,1,0,2,1,3
252,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2019-12-07,Kansas,,Colorado,REG,W,1,15,3,7,.429,3,7,.429,0,0,,0,0,,0,2,2,0,0,0,3,1,6
253,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2019-12-10,Kansas,,Milwaukee,REG,W,1,18,3,5,.600,3,5,.600,0,0,,1,4,.250,0,1,1,0,1,0,0,1,7
254,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2019-12-14,Kansas,N,Kansas City,REG,W,1,16,11,14,.786,11,14,.786,0,0,,6,6,1.000,4,3,7,1,2,0,2,2,28
255,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2019-12-21,Kansas,@,Villanova,REG,L,1,26,3,7,.429,3,7,.429,0,0,,0,0,,2,5,7,1,1,0,2,1,6
256,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2019-12-29,Kansas,@,Stanford,REG,W,1,11,0,1,.000,0,1,.000,0,0,,0,0,,1,1,2,0,1,0,3,2,0
257,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2020-01-04,Kansas,,West Virginia,REG,W,1,10,1,3,.333,1,2,.500,0,1,.000,0,0,,1,2,3,0,0,0,1,0,2
258,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2020-01-08,Kansas,@,Iowa State,REG,W,1,18,6,11,.545,6,11,.545,0,0,,4,4,1.000,4,3,7,1,1,0,1,2,16
259,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2020-01-11,Kansas,,Baylor,REG,L,1,10,0,2,.000,0,2,.000,0,0,,0,0,,0,1,1,0,0,1,0,1,0
260,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2020-01-14,Kansas,@,Oklahoma,REG,W,1,15,2,5,.400,2,5,.400,0,0,,0,0,,0,3,3,0,0,0,2,2,4
261,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2020-01-18,Kansas,@,Texas,REG,W,1,20,3,4,.750,3,4,.750,0,0,,0,0,,2,5,7,1,1,0,0,1,6
262,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2020-01-21,Kansas,,Kansas State,REG,W,1,10,0,2,.000,0,2,.000,0,0,,2,2,1.000,1,3,4,0,0,0,1,0,2
263,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2020-02-01,Kansas,,Texas Tech,REG,W,0,19,3,6,.500,3,6,.500,0,0,,0,0,,1,5,6,2,0,3,0,3,6
264,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2020-02-03,Kansas,,Texas,REG,W,1,15,2,5,.400,2,5,.400,0,0,,2,2,1.000,1,2,3,0,0,1,1,3,6
265,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2020-02-08,Kansas,@,TCU,REG,W,0,7,2,4,.500,2,4,.500,0,0,,2,2,1.000,2,2,4,0,0,1,1,1,6
266,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2020-02-12,Kansas,@,West Virginia,REG,W,0,10,1,1,1.000,1,1,1.000,0,0,,2,2,1.000,0,1,1,0,0,1,1,3,4
267,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2020-02-15,Kansas,,Oklahoma,REG,W,0,10,3,4,.750,3,4,.750,0,0,,0,0,,2,1,3,0,0,0,2,2,6
268,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2020-02-17,Kansas,,Iowa State,REG,W,0,18,3,7,.429,3,7,.429,0,0,,4,4,1.000,2,0,2,1,0,1,0,1,10
269,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2020-02-22,Kansas,@,Baylor,REG,W,0,5,2,2,1.000,2,2,1.000,0,0,,0,0,,1,0,1,0,0,0,1,5,4
270,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2020-02-24,Kansas,,Oklahoma State,REG,W,0,16,5,10,.500,5,10,.500,0,0,,0,0,,2,2,4,1,0,1,2,4,10
271,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2020-02-29,Kansas,@,Kansas State,REG,W,0,20,2,7,.286,2,7,.286,0,0,,5,6,.833,3,1,4,1,2,0,1,4,9
272,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2020-03-04,Kansas,,TCU,REG,W,0,5,0,0,,0,0,,0,0,,0,0,,1,0,1,1,0,0,0,0,0
273,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2019-20,2020-03-07,Kansas,@,Texas Tech,REG,W,0,11,1,5,.200,1,5,.200,0,0,,3,4,.750,3,4,7,0,1,0,1,1,5
274,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2020-11-26,Kansas,N,Gonzaga,REG,L,1,20,3,9,.333,3,9,.333,0,0,,2,2,1.000,1,5,6,0,1,0,4,2,8
275,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2020-11-27,Kansas,N,St. Joseph's,REG,W,1,12,2,6,.333,2,6,.333,0,0,,4,6,.667,1,2,3,0,0,0,3,2,8
276,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2020-12-01,Kansas,N,Kentucky,REG,W,1,19,1,9,.111,1,9,.111,0,0,,5,6,.833,2,3,5,0,0,0,2,1,7
277,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2020-12-03,Kansas,,Washburn,REG,W,1,18,7,8,.875,7,8,.875,0,0,,3,4,.750,3,3,6,1,1,1,2,1,17
278,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2020-12-05,Kansas,,North Dakota State,REG,W,1,13,3,8,.375,3,8,.375,0,0,,1,2,.500,1,1,2,0,0,1,0,3,7
279,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2020-12-08,Kansas,,Creighton,REG,W,1,28,5,12,.417,5,12,.417,0,0,,3,4,.750,3,4,7,1,1,0,3,2,13
280,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2020-12-11,Kansas,,Omaha,REG,W,1,14,4,9,.444,4,9,.444,0,0,,3,3,1.000,4,7,11,0,0,1,1,1,11
281,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2020-12-17,Kansas,@,Texas Tech,REG,W,1,20,3,10,.300,3,10,.300,0,0,,1,1,1.000,0,3,3,0,1,1,3,4,7
282,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2020-12-22,Kansas,,West Virginia,REG,W,1,32,4,9,.444,4,9,.444,0,0,,2,2,1.000,6,5,11,3,1,2,2,2,10
283,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2021-01-02,Kansas,,Texas,REG,L,1,14,0,4,.000,0,4,.000,0,0,,8,8,1.000,3,2,5,0,0,0,0,2,8
284,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2021-01-05,Kansas,@,TCU,REG,W,1,23,7,9,.778,7,9,.778,0,0,,6,6,1.000,3,5,8,1,0,2,0,1,20
285,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2021-01-09,Kansas,,Oklahoma,REG,W,1,25,8,14,.571,8,14,.571,0,0,,1,3,.333,0,1,1,0,1,2,1,3,17
286,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2021-01-12,Kansas,@,Oklahoma State,REG,L,1,31,10,18,.556,10,18,.556,0,0,,4,4,1.000,4,8,12,2,0,3,1,3,24
287,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2021-01-18,Kansas,@,Baylor,REG,L,1,19,3,6,.500,3,6,.500,0,0,,0,0,,2,0,2,1,1,2,4,4,6
288,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2021-01-23,Kansas,@,Oklahoma,REG,L,1,16,4,10,.400,4,10,.400,0,0,,1,1,1.000,0,2,2,4,1,1,0,2,9
289,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2021-01-28,Kansas,,TCU,REG,W,1,26,7,13,.538,6,12,.500,1,1,1.000,0,0,,4,2,6,0,1,1,2,1,15
290,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2021-01-30,Kansas,@,Tennessee,REG,L,1,33,8,12,.667,8,12,.667,0,0,,1,2,.500,0,2,2,0,1,1,0,1,17
291,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2021-02-02,Kansas,,Kansas State,REG,W,1,24,9,14,.643,9,14,.643,0,0,,0,0,,3,7,10,0,2,0,0,3,18
292,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2021-02-06,Kansas,@,West Virginia,REG,L,1,28,6,11,.545,6,11,.545,0,0,,5,6,.833,6,3,9,1,0,0,3,2,17
293,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2021-02-08,Kansas,,Oklahoma State,REG,W,1,29,7,16,.438,7,16,.438,0,0,,9,12,.750,3,7,10,3,0,2,1,2,23
294,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2021-02-11,Kansas,,Iowa State,REG,W,1,18,5,10,.500,5,10,.500,0,0,,2,3,.667,3,3,6,2,0,2,1,3,12
295,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2021-02-13,Kansas,@,Iowa State,REG,W,1,21,6,12,.500,6,12,.500,0,0,,1,2,.500,6,2,8,2,2,1,3,5,13
296,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2021-02-17,Kansas,@,Kansas State,REG,W,1,25,4,7,.571,4,7,.571,0,0,,0,0,,1,3,4,2,2,0,3,0,8
297,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2021-02-20,Kansas,,Texas Tech,REG,W,1,35,7,10,.700,7,10,.700,0,0,,3,3,1.000,3,6,9,2,0,0,0,2,17
298,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2021-02-23,Kansas,@,Texas,REG,L,1,24,5,9,.556,5,9,.556,0,0,,2,4,.500,2,2,4,2,1,0,2,5,12
299,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2021-02-27,Kansas,,Baylor,REG,W,1,25,8,10,.800,8,10,.800,0,0,,4,4,1.000,3,0,3,1,0,3,3,5,20
300,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2021-03-04,Kansas,,UTEP,REG,W,1,30,6,13,.462,6,13,.462,0,0,,6,8,.750,5,5,10,2,1,2,3,3,18
301,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2021-03-20,Kansas,N,Eastern Washington,NCAA,W,0,25,9,15,.600,9,15,.600,0,0,,4,5,.800,5,4,9,2,2,1,1,3,22
302,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2020-21,2021-03-22,Kansas,N,USC,NCAA,L,1,22,2,4,.500,2,4,.500,0,0,,1,2,.500,2,2,4,1,0,1,1,1,5
303,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2021-22,2021-11-09,Kansas,N,Michigan State,REG,W,1,22,4,11,.364,4,11,.364,0,0,,2,5,.400,2,0,2,0,0,2,2,4,10
304,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2021-22,2021-11-12,Kansas,,Tarleton State,REG,W,1,23,3,5,.600,3,5,.600,0,0,,0,2,.000,2,6,8,0,0,5,0,0,6
305,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2021-22,2021-11-18,Kansas,,Stony Brook,REG,W,1,15,5,8,.625,5,8,.625,0,0,,2,3,.667,3,5,8,0,1,1,2,1,12
306,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2021-22,2021-11-25,Kansas,N,North Texas,REG,W,1,13,1,6,.167,1,6,.167,0,0,,1,2,.500,1,2,3,0,0,0,0,1,3
307,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2021-22,2021-11-26,Kansas,N,Dayton,REG,L,1,25,2,6,.333,2,6,.333,0,0,,1,2,.500,4,1,5,1,5,2,2,4,5
308,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2021-22,2021-11-28,Kansas,N,Iona,REG,W,1,14,4,6,.667,4,6,.667,0,0,,5,5,1.000,2,3,5,0,2,0,1,4,13
309,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2021-22,2021-12-03,Kansas,@,St. John's (NY),REG,W,1,27,5,8,.625,5,8,.625,0,0,,5,8,.625,8,5,13,1,1,1,3,3,15
310,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2021-22,2021-12-07,Kansas,,UTEP,REG,W,1,17,3,6,.500,3,6,.500,0,0,,2,2,1.000,0,3,3,1,1,3,1,1,8
311,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2021-22,2021-12-11,Kansas,,Missouri,REG,W,1,21,3,6,.500,3,6,.500,0,0,,5,7,.714,4,3,7,3,1,1,2,3,11
312,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2021-22,2021-12-18,Kansas,,Stephen F. Austin,REG,W,1,10,1,1,1.000,1,1,1.000,0,0,,0,2,.000,0,0,0,0,2,0,2,3,2
313,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2021-22,2021-12-29,Kansas,,Nevada,REG,W,1,23,6,10,.600,6,10,.600,0,0,,2,4,.500,3,3,6,1,1,0,1,4,14
314,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2021-22,2022-01-01,Kansas,,George Mason,REG,W,1,10,0,3,.000,0,3,.000,0,0,,1,2,.500,4,0,4,0,1,0,1,0,1
315,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2021-22,2022-01-04,Kansas,@,Oklahoma State,REG,W,0,23,7,13,.538,7,12,.583,0,1,.000,3,3,1.000,7,8,15,1,0,0,2,2,17
316,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2021-22,2022-01-08,Kansas,@,Texas Tech,REG,L,0,14,1,3,.333,1,3,.333,0,0,,2,2,1.000,0,6,6,1,0,1,1,1,4
317,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2021-22,2022-01-11,Kansas,,Iowa State,REG,W,0,10,0,0,,0,0,,0,0,,1,2,.500,1,3,4,0,0,1,1,1,1
318,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2021-22,2022-01-15,Kansas,,West Virginia,REG,W,1,29,9,13,.692,9,13,.692,0,0,,1,1,1.000,10,5,15,3,0,1,2,3,19
319,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2021-22,2022-01-18,Kansas,@,Oklahoma,REG,W,1,26,3,7,.429,3,7,.429,0,0,,0,0,,1,3,4,3,0,1,0,1,6
320,David McCormack,/cbb/players/david-mccormack-1.html,33,SR,F,6-10,265,"Norfolk, VA",Oak Hill Academy,30 (2018)," 10.1 Pts, 7.1 Reb, 1.0 Ast",2021-22,2022-01-22,Kansas,@,Kansas State,REG,W,1,26,4,10,.400,4,10,.400,0,0,,3,4,.750,8,7,15,1,0,0,4,2,11
